account_id,segment,industry,plan_core,addon_finance_active,months_since_finance_activation,invoices_issued_count,nf_issued_count,ap_bills_created,ar_bills_created,bank_reconciliations_run,auto_rules_configured,finance_users_active,logins_total,finance_module_sessions,finance_related_tickets,avg_resolution_time_finance_tickets_min,ticket_topic_top,finance_addon_churned,account_total_churned,nps_finance,mrr_finance,os,browser
ACC-11865,Enterprise,Varejo,Pro,false,1,4,1,2,4,0,2,1,12,2,0,32,Erro NF-e,false,false,8,0.00,Windows,Chrome
ACC-11866,SMB,SaaS,Enterprise,false,4,7,2,7,5,3,1,1,6,5,0,13,Integração bancária,false,false,1,224.76,Windows,Firefox
ACC-11867,SMB,Varejo,Starter,false,10,8,1,5,5,2,0,2,4,5,0,50,Bug de fatura,true,false,6,0.00,Mac,Chrome
ACC-11868,SMB,SaaS,Pro,false,21,4,2,4,2,4,1,1,8,5,0,20,Bug de fatura,false,false,9,85.79,Windows,Chrome
ACC-11869,SMB,SaaS,Pro,false,11,3,3,5,4,1,2,4,10,3,1,6,Erro NF-e,false,false,7,166.94,Linux,Chrome
ACC-11870,Mid-market,Varejo,Starter,true,23,8,2,1,2,1,1,3,7,5,2,34,Erro NF-e,false,false,10,95.96,Windows,Firefox
ACC-11871,SMB,SaaS,Pro,false,17,4,1,4,2,3,1,3,6,8,2,56,Erro NF-e,false,false,0,53.26,Windows,Chrome
ACC-11872,Mid-market,Serviços,Starter,false,0,6,0,4,4,3,0,1,9,5,0,22,Integração bancária,false,false,5,124.30,Mac,Firefox
ACC-11873,Mid-market,Indústria,Starter,false,6,5,2,3,8,3,0,5,7,0,0,32,Integração bancária,true,false,3,133.20,Mac,Edge
ACC-11874,Mid-market,Serviços,Starter,true,16,8,3,0,5,1,1,4,9,4,0,25,Bug de fatura,false,false,2,81.06,Windows,Chrome
ACC-11875,Enterprise,Serviços,Starter,false,5,5,5,7,3,3,0,1,6,4,0,16,Erro NF-e,false,false,8,91.66,Windows,Chrome
ACC-11876,SMB,Indústria,Starter,false,10,2,1,2,2,1,3,2,11,3,1,12,Bug de fatura,false,false,8,74.64,Windows,Edge
ACC-11877,Mid-market,Indústria,Enterprise,true,22,3,1,7,8,1,3,1,14,4,0,38,Erro NF-e,false,false,1,110.63,Mac,Chrome
ACC-11878,Mid-market,Serviços,Pro,false,13,1,4,3,1,2,0,2,16,3,0,43,Integração bancária,false,false,10,118.26,Mac,Edge
ACC-11879,SMB,Serviços,Pro,true,16,5,0,1,4,1,2,2,13,6,0,18,Erro NF-e,false,false,8,75.69,Windows,Chrome
ACC-11880,Mid-market,Serviços,Pro,false,8,5,0,6,4,2,1,2,10,5,1,42,Suporte geral,false,false,2,116.98,Windows,Chrome
ACC-11881,SMB,Serviços,Starter,false,16,1,0,2,5,1,0,2,10,5,0,21,Erro NF-e,false,false,10,132.76,Linux,Safari
ACC-11882,SMB,Serviços,Starter,true,7,6,1,3,5,0,3,0,13,5,1,25,Integração bancária,false,false,2,88.97,Windows,Firefox
ACC-11883,SMB,SaaS,Starter,false,12,3,3,4,4,3,0,3,12,3,1,18,Suporte geral,false,false,5,48.40,Windows,Chrome
ACC-11884,Mid-market,Varejo,Enterprise,false,19,8,1,6,3,1,1,0,9,7,1,28,Integração bancária,false,false,7,144.86,Windows,Chrome
ACC-11885,SMB,Serviços,Enterprise,true,2,2,1,3,6,4,1,2,11,3,2,23,Suporte geral,false,false,10,130.15,Windows,Firefox
ACC-11886,SMB,Varejo,Pro,false,10,9,3,4,0,4,0,1,7,1,2,27,Dúvida de configuração,false,false,8,111.60,Windows,Safari
ACC-11887,SMB,Serviços,Starter,false,22,4,2,2,3,1,2,2,12,6,1,47,Integração bancária,false,false,5,149.65,Windows,Chrome
ACC-11888,SMB,Varejo,Starter,false,10,5,0,2,3,1,2,2,12,5,0,27,Bug de fatura,false,false,8,80.73,Windows,Chrome
ACC-11889,Mid-market,SaaS,Starter,true,22,5,2,3,3,1,0,2,5,1,3,27,Integração bancária,true,false,2,134.19,Windows,Chrome
ACC-11890,Mid-market,Varejo,Pro,false,23,6,2,4,3,0,0,4,7,6,1,50,Erro NF-e,false,false,6,125.39,Windows,Chrome
ACC-11891,SMB,Serviços,Enterprise,false,23,5,3,5,2,3,2,2,6,5,1,31,Dúvida de configuração,false,false,10,60.08,Mac,Safari
ACC-11892,Mid-market,Serviços,Starter,false,11,5,4,2,4,0,2,3,8,9,0,38,Bug de fatura,false,false,3,150.94,Windows,Edge
ACC-11893,Mid-market,Varejo,Starter,false,6,2,0,1,4,4,1,1,4,6,1,37,Suporte geral,false,false,1,144.67,Windows,Chrome
ACC-11894,SMB,SaaS,Starter,false,21,2,2,4,4,1,0,1,12,4,2,30,Dúvida de configuração,true,false,6,48.85,Windows,Firefox
ACC-11895,SMB,Varejo,Starter,true,16,4,1,3,2,0,1,2,8,8,2,45,Integração bancária,true,false,1,92.66,Mac,Chrome
ACC-11896,SMB,SaaS,Starter,true,10,3,4,1,4,1,0,1,11,2,2,37,Integração bancária,false,false,10,96.52,Mac,Chrome
ACC-11897,SMB,Varejo,Starter,true,8,8,1,4,6,3,0,2,8,6,1,26,Integração bancária,false,false,2,113.29,Linux,Safari
ACC-11898,Mid-market,Varejo,Pro,false,3,7,2,2,1,4,2,2,7,9,2,50,Erro NF-e,false,false,4,30.14,Windows,Chrome
ACC-11899,SMB,Serviços,Starter,true,4,5,1,4,1,3,0,1,14,6,4,43,Dúvida de configuração,false,false,7,101.90,Windows,Chrome
ACC-11900,SMB,Varejo,Starter,true,4,4,4,2,5,4,1,5,7,7,1,23,Dúvida de configuração,false,true,3,65.39,Windows,Chrome
ACC-11901,Enterprise,Indústria,Starter,true,20,8,3,2,9,3,0,0,11,7,1,44,Suporte geral,false,false,2,130.70,Mac,Chrome
ACC-11902,Mid-market,Varejo,Starter,false,8,7,1,2,4,1,1,2,10,3,2,54,Erro NF-e,false,false,3,69.29,Windows,Chrome
ACC-11903,Mid-market,SaaS,Starter,false,1,3,2,4,4,8,0,2,6,4,2,24,Suporte geral,false,false,10,66.79,Linux,Chrome
ACC-11904,Mid-market,Varejo,Starter,true,10,1,3,5,1,1,0,4,8,2,0,29,Suporte geral,true,false,8,34.80,Windows,Chrome
ACC-11905,Mid-market,Serviços,Starter,true,11,5,0,4,1,2,2,2,8,5,1,46,Bug de fatura,false,false,7,0.00,Windows,Firefox
ACC-11906,Enterprise,Serviços,Pro,false,6,4,3,2,4,1,2,3,5,5,4,22,Dúvida de configuração,false,false,0,127.24,Windows,Safari
ACC-11907,SMB,Varejo,Enterprise,false,16,2,2,2,6,4,1,4,10,6,0,26,Erro NF-e,false,false,2,85.62,Windows,Chrome
ACC-11908,Enterprise,Varejo,Starter,false,4,3,4,1,3,0,0,4,8,7,1,16,Dúvida de configuração,false,false,4,121.42,Mac,Chrome
ACC-11909,SMB,Varejo,Starter,false,8,6,3,5,3,0,1,3,8,3,2,30,Erro NF-e,true,false,3,134.70,Mac,Chrome
ACC-11910,SMB,SaaS,Starter,true,23,6,2,4,3,3,1,5,8,2,2,45,Dúvida de configuração,true,false,1,125.69,Mac,Chrome
ACC-11911,Mid-market,Varejo,Starter,false,17,7,2,0,8,2,0,1,5,2,1,18,Erro NF-e,false,false,8,95.19,Windows,Chrome
ACC-11912,SMB,Varejo,Starter,true,0,3,2,0,3,1,1,1,4,6,0,35,Dúvida de configuração,false,false,0,92.03,Windows,Firefox
ACC-11913,Mid-market,Varejo,Pro,false,22,2,4,4,5,3,1,3,8,6,2,23,Erro NF-e,false,false,7,14.87,Windows,Chrome
ACC-11914,Enterprise,Serviços,Pro,true,17,2,4,3,3,2,2,2,11,9,0,45,Integração bancária,true,false,10,110.39,Mac,Safari
ACC-11915,Mid-market,SaaS,Pro,true,6,8,2,2,3,3,1,2,12,6,2,1,Integração bancária,true,false,8,116.69,Linux,Edge
ACC-11916,SMB,Varejo,Pro,false,5,4,3,2,4,3,1,3,13,1,0,6,Integração bancária,false,false,7,135.73,Windows,Chrome
ACC-11917,Enterprise,Serviços,Starter,false,17,5,0,3,4,2,0,0,11,5,0,46,Dúvida de configuração,false,false,4,114.97,Mac,Edge
ACC-11918,Mid-market,Varejo,Pro,true,20,11,0,3,4,3,0,3,9,3,2,11,Suporte geral,false,false,4,23.72,Windows,Chrome
ACC-11919,SMB,SaaS,Starter,true,10,3,0,0,5,2,1,2,7,4,2,54,Erro NF-e,false,false,0,127.76,Windows,Chrome
ACC-11920,SMB,Varejo,Pro,false,10,6,3,3,5,0,1,1,16,5,0,49,Dúvida de configuração,false,false,8,135.12,Windows,Chrome
ACC-11921,Mid-market,Serviços,Enterprise,false,1,2,0,4,1,1,2,3,8,6,2,25,Erro NF-e,false,false,10,91.13,Linux,Chrome
ACC-11922,SMB,Serviços,Starter,true,9,6,2,5,6,3,1,2,10,6,2,25,Integração bancária,false,false,5,46.20,Windows,Firefox
ACC-11923,Mid-market,SaaS,Starter,true,3,5,5,6,10,0,1,2,12,4,2,47,Suporte geral,true,false,0,149.26,Linux,Chrome
ACC-11924,SMB,Indústria,Starter,true,13,2,2,6,5,1,2,1,8,6,1,36,Integração bancária,false,false,8,138.90,Mac,Chrome
ACC-11925,SMB,SaaS,Pro,false,4,8,4,2,6,7,1,1,6,6,2,42,Integração bancária,false,false,4,34.60,Windows,Firefox
ACC-11926,SMB,Serviços,Pro,false,20,3,2,6,1,3,1,2,13,4,0,41,Integração bancária,false,false,5,117.69,Windows,Chrome
ACC-11927,SMB,Serviços,Pro,false,0,1,1,3,5,2,3,1,7,7,0,32,Bug de fatura,false,false,2,76.46,Windows,Chrome
ACC-11928,SMB,Serviços,Starter,false,0,3,0,1,3,1,0,2,10,8,0,48,Integração bancária,false,false,0,163.25,Windows,Edge
ACC-11929,SMB,SaaS,Starter,false,19,7,0,4,4,2,2,2,11,9,1,46,Dúvida de configuração,true,false,0,139.38,Windows,Firefox
ACC-11930,SMB,Varejo,Pro,true,13,2,3,3,2,1,3,1,11,3,0,17,Integração bancária,false,false,5,40.02,Windows,Chrome
ACC-11931,SMB,Serviços,Pro,false,3,5,3,4,5,5,2,2,11,5,1,30,Dúvida de configuração,false,false,8,0.00,Mac,Edge
ACC-11932,SMB,Varejo,Starter,false,1,5,2,6,3,3,0,3,6,3,0,25,Erro NF-e,false,true,5,84.16,Windows,Firefox
ACC-11933,SMB,Serviços,Enterprise,true,6,3,0,4,2,1,2,2,11,4,1,40,Integração bancária,false,false,9,145.42,Windows,Chrome
ACC-11934,Mid-market,Varejo,Starter,false,18,2,2,2,3,2,0,1,13,3,1,30,Bug de fatura,false,false,4,110.22,Mac,Chrome
ACC-11935,SMB,Serviços,Starter,false,21,7,3,3,3,4,1,2,4,6,1,16,Bug de fatura,false,false,0,112.57,Windows,Chrome
ACC-11936,SMB,Varejo,Enterprise,true,17,9,2,6,2,3,0,2,8,1,1,65,Integração bancária,false,false,1,97.72,Mac,Safari
ACC-11937,SMB,SaaS,Pro,false,10,7,1,2,7,2,0,1,13,4,2,29,Integração bancária,false,false,7,100.78,Mac,Firefox
ACC-11938,SMB,Serviços,Starter,true,9,7,1,0,3,3,2,1,11,7,0,25,Erro NF-e,false,false,0,105.80,Windows,Firefox
ACC-11939,SMB,SaaS,Starter,false,12,7,1,3,3,3,1,2,9,5,1,0,Suporte geral,true,false,5,121.56,Mac,Safari
ACC-11940,Mid-market,Varejo,Pro,true,14,8,1,1,3,1,1,2,16,7,0,46,Integração bancária,true,false,0,152.74,Windows,Edge
ACC-11941,SMB,Varejo,Enterprise,false,7,4,2,2,1,1,0,1,10,6,0,0,Erro NF-e,false,false,9,20.20,Windows,Chrome
ACC-11942,Mid-market,Serviços,Starter,true,15,5,2,5,6,2,1,2,8,4,1,17,Suporte geral,false,false,10,104.19,Windows,Chrome
ACC-11943,Mid-market,SaaS,Starter,true,16,5,2,5,4,1,0,2,7,2,0,53,Erro NF-e,false,false,7,31.26,Windows,Chrome
ACC-11944,SMB,SaaS,Enterprise,false,8,5,2,1,3,1,2,3,12,7,0,30,Erro NF-e,false,false,1,133.41,Windows,Firefox
ACC-11945,SMB,Varejo,Starter,false,11,5,1,5,6,4,2,2,8,7,2,8,Erro NF-e,false,false,10,132.83,Linux,Chrome
ACC-11946,SMB,SaaS,Starter,true,17,2,4,4,3,1,0,0,10,7,2,34,Integração bancária,false,false,0,231.66,Windows,Chrome
ACC-11947,SMB,Serviços,Starter,false,8,5,4,2,6,2,1,2,17,4,1,30,Bug de fatura,true,false,2,88.69,Linux,Chrome
ACC-11948,Mid-market,Serviços,Starter,false,23,3,2,5,0,4,0,3,11,9,0,38,Erro NF-e,false,false,6,73.34,Windows,Chrome
ACC-11949,SMB,Varejo,Enterprise,false,16,5,2,2,2,3,1,2,10,3,4,26,Erro NF-e,true,false,8,113.85,Windows,Chrome
ACC-11950,Mid-market,Serviços,Pro,true,16,7,5,7,5,1,1,1,11,2,0,11,Integração bancária,false,false,6,120.31,Mac,Chrome
ACC-11951,SMB,Serviços,Starter,false,11,6,3,2,6,4,0,1,10,6,0,24,Erro NF-e,false,false,6,102.72,Windows,Chrome
ACC-11952,Mid-market,SaaS,Starter,false,3,11,3,1,5,0,0,2,15,2,0,31,Integração bancária,false,false,9,194.43,Windows,Chrome
ACC-11953,SMB,Serviços,Pro,true,15,5,1,3,3,1,2,0,5,9,1,37,Dúvida de configuração,false,true,5,32.70,Windows,Edge
ACC-11954,Mid-market,SaaS,Starter,false,4,9,4,0,4,1,1,0,8,5,0,12,Erro NF-e,true,false,8,126.45,Windows,Chrome
ACC-11955,SMB,Serviços,Starter,true,8,8,3,5,5,2,0,3,10,3,1,26,Integração bancária,true,false,7,90.13,Windows,Edge
ACC-11956,Mid-market,Serviços,Starter,false,23,1,0,0,3,3,1,2,12,3,1,45,Integração bancária,false,false,3,0.85,Windows,Firefox
ACC-11957,Enterprise,SaaS,Enterprise,false,9,4,4,5,4,2,0,1,3,4,1,23,Integração bancária,false,false,2,57.92,Mac,Safari
ACC-11958,SMB,Serviços,Enterprise,false,20,7,3,1,4,1,0,1,10,5,0,47,Erro NF-e,false,false,3,119.38,Windows,Edge
ACC-11959,SMB,Varejo,Enterprise,true,23,5,3,0,3,2,0,2,11,4,0,33,Erro NF-e,false,false,0,78.90,Windows,Chrome
ACC-11960,SMB,Serviços,Starter,false,20,8,1,5,3,2,0,1,10,5,0,26,Erro NF-e,false,false,4,181.23,Windows,Firefox
ACC-11961,SMB,Serviços,Starter,false,6,5,1,4,3,2,1,3,14,1,0,46,Integração bancária,false,false,3,144.29,Mac,Chrome
ACC-11962,SMB,SaaS,Enterprise,false,10,5,0,5,7,2,1,3,8,4,2,47,Integração bancária,true,false,4,88.77,Windows,Chrome
ACC-11963,Mid-market,Varejo,Enterprise,false,1,6,3,1,3,3,0,1,14,11,1,15,Erro NF-e,false,false,9,55.70,Windows,Chrome
ACC-11964,SMB,Serviços,Pro,true,6,2,0,2,4,1,0,1,11,3,2,23,Integração bancária,true,true,8,69.44,Windows,Chrome
ACC-11965,Enterprise,Varejo,Pro,true,16,4,1,2,3,2,0,5,13,8,3,18,Erro NF-e,false,false,3,94.50,Windows,Edge
ACC-11966,SMB,Serviços,Starter,true,16,7,0,2,10,4,0,2,18,1,0,26,Bug de fatura,false,false,9,165.03,Windows,Chrome
ACC-11967,SMB,Serviços,Pro,false,6,3,4,2,8,0,0,2,18,5,1,0,Integração bancária,false,false,3,67.05,Windows,Chrome
ACC-11968,Mid-market,Varejo,Pro,false,21,4,2,2,5,0,0,3,8,4,1,7,Dúvida de configuração,false,false,4,140.31,Windows,Edge
ACC-11969,Mid-market,Varejo,Pro,false,2,5,1,2,6,3,0,2,10,6,2,52,Bug de fatura,false,false,3,96.83,Mac,Chrome
ACC-11970,SMB,Serviços,Pro,true,6,3,0,4,3,1,1,1,10,6,0,32,Integração bancária,false,false,5,144.46,Windows,Firefox
ACC-11971,Mid-market,Serviços,Starter,true,12,6,2,0,5,0,1,4,11,2,2,36,Erro NF-e,false,false,3,180.32,Windows,Chrome
ACC-11972,SMB,Serviços,Pro,true,12,5,1,3,9,0,1,3,7,7,0,18,Bug de fatura,false,false,5,71.53,Windows,Chrome
ACC-11973,SMB,Serviços,Enterprise,true,11,9,2,1,1,0,1,1,11,5,2,10,Integração bancária,false,false,10,64.41,Windows,Chrome
ACC-11974,SMB,Serviços,Pro,false,9,1,2,6,2,3,0,1,13,3,1,35,Erro NF-e,false,false,3,117.16,Windows,Firefox
ACC-11975,SMB,Varejo,Starter,true,14,3,0,4,1,3,1,2,8,7,1,10,Erro NF-e,false,false,6,196.47,Windows,Chrome
ACC-11976,SMB,Indústria,Starter,false,16,7,2,5,5,0,1,3,8,7,2,24,Integração bancária,false,false,5,147.71,Windows,Chrome
ACC-11977,SMB,Varejo,Starter,false,11,5,2,2,3,2,3,1,13,4,1,45,Integração bancária,false,false,3,163.54,Mac,Chrome
ACC-11978,SMB,Varejo,Pro,false,20,6,5,2,5,1,1,2,7,6,3,10,Erro NF-e,true,false,7,76.92,Windows,Edge
ACC-11979,SMB,Serviços,Enterprise,false,18,5,1,2,9,0,3,1,6,2,1,18,Bug de fatura,false,false,9,0.00,Windows,Chrome
ACC-11980,SMB,SaaS,Starter,false,13,6,3,1,5,2,3,4,8,4,0,0,Integração bancária,false,false,3,39.84,Windows,Chrome
ACC-11981,SMB,Serviços,Pro,false,19,3,2,2,6,3,2,4,11,4,1,32,Dúvida de configuração,false,false,0,23.86,Windows,Chrome
ACC-11982,Mid-market,Serviços,Pro,false,8,6,2,1,2,2,5,2,12,8,2,28,Erro NF-e,false,false,3,65.96,Mac,Chrome
ACC-11983,Mid-market,Varejo,Pro,false,19,2,1,4,2,1,0,1,10,6,0,30,Dúvida de configuração,false,false,1,197.79,Windows,Safari
ACC-11984,Mid-market,Serviços,Starter,false,2,5,2,2,2,3,2,2,10,11,1,58,Dúvida de configuração,false,false,6,67.90,Windows,Edge
ACC-11985,SMB,Indústria,Starter,false,1,6,2,0,5,0,1,1,12,2,0,37,Dúvida de configuração,false,false,9,111.27,Windows,Safari
ACC-11986,SMB,Varejo,Pro,false,22,5,1,4,3,1,1,1,7,6,2,70,Integração bancária,false,false,4,162.14,Windows,Chrome
ACC-11987,SMB,Serviços,Starter,false,17,7,3,5,1,2,0,0,9,5,1,33,Suporte geral,false,false,2,143.32,Windows,Chrome
ACC-11988,Mid-market,Varejo,Enterprise,false,14,5,0,5,5,2,1,3,8,5,1,0,Erro NF-e,false,false,0,33.49,Windows,Chrome
ACC-11989,Enterprise,Varejo,Starter,true,2,5,1,2,6,2,2,3,13,4,0,0,Erro NF-e,false,false,9,177.88,Windows,Firefox
ACC-11990,Mid-market,SaaS,Enterprise,true,0,4,2,3,4,4,1,3,9,1,0,18,Dúvida de configuração,false,false,5,97.15,Mac,Firefox
ACC-11991,Mid-market,SaaS,Starter,false,7,12,2,6,4,4,0,2,6,5,1,21,Integração bancária,false,false,10,131.00,Windows,Firefox
ACC-11992,SMB,Indústria,Pro,false,3,5,3,2,5,6,1,2,7,6,3,12,Dúvida de configuração,false,false,5,182.41,Windows,Chrome
ACC-11993,Mid-market,Varejo,Starter,true,13,1,1,2,2,3,3,1,13,5,1,42,Integração bancária,false,false,4,124.30,Linux,Firefox
ACC-11994,SMB,SaaS,Starter,true,0,3,1,1,4,3,1,1,9,3,4,42,Dúvida de configuração,false,false,1,127.92,Windows,Chrome
ACC-11995,SMB,SaaS,Pro,true,19,5,0,3,3,1,1,1,10,3,1,20,Integração bancária,false,false,7,108.59,Windows,Chrome
ACC-11996,Mid-market,SaaS,Pro,true,13,4,3,2,6,0,2,1,7,6,1,0,Dúvida de configuração,true,true,3,69.99,Mac,Chrome
ACC-11997,SMB,Varejo,Enterprise,false,2,5,2,1,4,2,0,2,11,8,0,19,Bug de fatura,false,false,0,90.70,Windows,Chrome
ACC-11998,Enterprise,SaaS,Starter,false,3,7,2,1,2,3,0,2,15,4,0,9,Bug de fatura,false,false,0,61.46,Linux,Chrome
ACC-11999,Mid-market,Varejo,Pro,true,23,5,2,3,4,3,0,1,10,2,1,37,Erro NF-e,false,false,10,44.75,Linux,Edge
ACC-12000,Enterprise,SaaS,Starter,false,12,1,3,4,8,2,1,0,8,4,3,21,Erro NF-e,false,false,3,127.27,Windows,Safari
ACC-12001,SMB,Varejo,Starter,true,1,6,3,3,5,1,2,1,5,6,0,33,Erro NF-e,false,false,1,70.80,Linux,Chrome
ACC-12002,SMB,SaaS,Enterprise,false,7,7,4,4,6,2,1,5,11,5,3,38,Integração bancária,false,false,5,100.31,Windows,Chrome
ACC-12003,Mid-market,SaaS,Pro,false,16,5,2,6,5,1,2,4,6,2,0,27,Erro NF-e,true,false,7,71.34,Linux,Chrome
ACC-12004,Mid-market,Serviços,Pro,true,23,3,1,3,2,1,2,3,13,6,1,6,Dúvida de configuração,false,false,10,245.00,Windows,Firefox
ACC-12005,SMB,SaaS,Starter,true,23,4,2,4,6,2,2,1,8,8,0,53,Dúvida de configuração,false,false,2,123.89,Windows,Chrome
ACC-12006,Mid-market,Varejo,Enterprise,false,10,7,2,2,4,0,1,2,5,5,0,24,Integração bancária,false,false,3,58.78,Windows,Firefox
ACC-12007,Mid-market,Varejo,Starter,false,1,4,1,3,9,3,1,3,9,3,0,38,Dúvida de configuração,false,false,10,78.69,Windows,Edge
ACC-12008,SMB,Varejo,Starter,false,17,3,1,5,5,1,1,0,10,1,0,49,Erro NF-e,false,false,8,121.97,Windows,Chrome
ACC-12009,Mid-market,Varejo,Enterprise,false,11,3,1,4,5,4,1,1,16,2,2,27,Erro NF-e,false,true,4,87.10,Windows,Chrome
ACC-12010,Mid-market,Serviços,Enterprise,false,9,1,2,2,6,3,2,0,10,1,0,21,Integração bancária,false,false,10,71.99,Windows,Safari
ACC-12011,Mid-market,Serviços,Starter,false,8,4,0,6,6,4,2,1,4,6,1,37,Erro NF-e,false,false,4,90.26,Windows,Edge
ACC-12012,SMB,Varejo,Starter,false,11,3,2,5,8,2,1,0,12,8,0,33,Suporte geral,false,false,9,69.13,Windows,Edge
ACC-12013,SMB,Varejo,Enterprise,false,8,6,0,4,2,3,0,4,14,4,3,0,Dúvida de configuração,false,false,9,102.73,Windows,Chrome
ACC-12014,SMB,Indústria,Starter,true,13,7,4,3,5,2,0,4,5,3,2,0,Bug de fatura,false,false,10,109.98,Mac,Chrome
ACC-12015,SMB,SaaS,Starter,true,8,10,1,2,6,1,0,5,10,3,0,31,Erro NF-e,false,false,9,69.39,Windows,Chrome
ACC-12016,SMB,Varejo,Starter,false,13,12,5,3,5,0,2,4,11,8,0,15,Erro NF-e,false,false,8,81.53,Windows,Chrome
ACC-12017,Mid-market,SaaS,Starter,false,5,1,1,7,3,1,0,2,10,2,0,25,Suporte geral,false,false,5,181.61,Windows,Chrome
ACC-12018,Mid-market,Varejo,Starter,true,11,4,1,3,7,3,1,2,2,4,0,0,Erro NF-e,false,false,10,111.35,Windows,Safari
ACC-12019,Mid-market,Serviços,Pro,false,14,8,0,3,4,5,1,0,6,4,0,4,Integração bancária,false,false,4,85.78,Windows,Chrome
ACC-12020,Mid-market,Varejo,Starter,false,15,4,3,3,2,1,3,0,15,6,2,54,Integração bancária,false,false,10,99.73,Windows,Chrome
ACC-12021,SMB,Serviços,Starter,false,9,2,2,2,2,4,0,1,8,5,1,37,Dúvida de configuração,false,false,10,124.05,Windows,Chrome
ACC-12022,SMB,Serviços,Starter,false,15,7,3,6,7,3,1,2,10,6,2,40,Integração bancária,false,false,9,98.00,Windows,Edge
ACC-12023,SMB,Indústria,Pro,true,9,3,1,3,5,2,0,3,11,2,0,35,Dúvida de configuração,false,false,5,84.31,Windows,Chrome
ACC-12024,SMB,Varejo,Starter,true,15,9,2,2,4,1,2,0,10,4,0,11,Integração bancária,false,false,2,63.12,Windows,Edge
ACC-12025,Enterprise,Varejo,Enterprise,false,12,3,1,3,5,3,1,1,14,3,0,4,Erro NF-e,false,false,9,85.46,Windows,Firefox
ACC-12026,SMB,Varejo,Enterprise,false,19,8,0,1,7,4,1,3,8,6,0,57,Erro NF-e,false,false,5,63.80,Windows,Chrome
ACC-12027,SMB,Serviços,Pro,true,2,6,3,2,5,2,1,3,8,4,0,45,Integração bancária,false,false,7,151.81,Windows,Chrome
ACC-12028,SMB,Varejo,Starter,false,0,4,2,4,5,0,2,3,16,4,1,14,Erro NF-e,false,false,7,64.95,Windows,Firefox
ACC-12029,SMB,Serviços,Starter,true,8,5,1,3,4,2,1,4,13,2,0,22,Bug de fatura,true,false,8,141.71,Windows,Chrome
ACC-12030,Mid-market,Varejo,Starter,true,12,8,0,7,6,4,1,2,16,3,0,18,Integração bancária,false,false,1,51.46,Windows,Chrome
ACC-12031,Enterprise,SaaS,Enterprise,false,17,6,0,4,2,9,0,1,10,8,1,4,Suporte geral,false,false,0,0.00,Linux,Chrome
ACC-12032,SMB,Varejo,Pro,true,1,3,2,1,7,3,2,7,11,8,2,19,Integração bancária,false,false,9,133.84,Windows,Chrome
ACC-12033,SMB,Varejo,Enterprise,false,4,6,2,4,3,2,2,1,9,6,1,44,Integração bancária,false,false,5,111.81,Mac,Edge
ACC-12034,Mid-market,Serviços,Starter,true,8,6,2,3,5,2,0,0,14,3,1,22,Dúvida de configuração,false,false,9,168.27,Windows,Firefox
ACC-12035,SMB,Varejo,Starter,true,17,7,4,2,4,2,3,1,6,6,1,32,Dúvida de configuração,false,false,5,85.11,Windows,Firefox
ACC-12036,SMB,Varejo,Starter,true,14,5,2,2,6,0,1,1,11,5,1,49,Dúvida de configuração,false,false,1,141.07,Windows,Firefox
ACC-12037,Enterprise,Varejo,Enterprise,false,17,4,0,6,5,4,1,4,7,2,0,31,Erro NF-e,false,false,1,118.19,Windows,Safari
ACC-12038,Enterprise,Serviços,Starter,false,22,8,1,7,2,2,2,1,18,7,0,21,Bug de fatura,true,false,5,37.87,Mac,Chrome
ACC-12039,Mid-market,SaaS,Pro,false,7,4,0,3,5,1,3,1,9,7,1,26,Integração bancária,false,false,4,136.34,Windows,Chrome
ACC-12040,Mid-market,Varejo,Enterprise,false,17,4,0,5,2,1,1,4,7,8,1,30,Erro NF-e,false,false,10,172.14,Windows,Edge
ACC-12041,Mid-market,Serviços,Pro,false,23,7,1,3,3,3,1,3,11,1,2,54,Integração bancária,false,false,1,117.51,Mac,Chrome
ACC-12042,SMB,Varejo,Starter,true,3,3,3,3,5,0,0,4,12,5,4,33,Erro NF-e,false,false,8,76.10,Linux,Chrome
ACC-12043,Mid-market,Varejo,Pro,true,0,8,1,5,5,1,1,4,5,0,0,20,Integração bancária,false,false,3,147.64,Windows,Chrome
ACC-12044,SMB,Varejo,Enterprise,true,23,10,3,5,2,3,1,4,6,5,1,40,Integração bancária,false,false,6,168.96,Linux,Chrome
ACC-12045,SMB,Varejo,Starter,false,12,3,3,4,4,3,1,3,11,2,0,31,Erro NF-e,false,false,6,165.58,Mac,Edge
ACC-12046,SMB,Serviços,Pro,true,15,6,2,6,3,2,1,1,14,6,0,32,Suporte geral,false,false,5,118.57,Windows,Firefox
ACC-12047,Enterprise,Varejo,Pro,false,23,1,0,5,1,1,0,1,9,4,1,28,Erro NF-e,false,true,10,67.43,Windows,Chrome
ACC-12048,Mid-market,Varejo,Pro,true,14,10,1,3,5,4,0,2,12,6,1,45,Dúvida de configuração,false,false,0,130.64,Windows,Chrome
ACC-12049,SMB,SaaS,Starter,true,5,7,1,1,1,2,0,1,5,3,1,15,Erro NF-e,false,false,3,68.57,Windows,Chrome
ACC-12050,Mid-market,Varejo,Starter,false,2,6,1,5,5,2,1,1,12,5,2,41,Erro NF-e,false,false,6,126.14,Windows,Chrome
